state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Alabama,AL,Colbert,1033,Republican,Ted Cruz,301,0.197
Alabama,AL,Colbert,1033,Republican,Marco Rubio,375,0.177
Alabama,AL,Colbert,1033,Republican,Ben Carson,634,0.109
Alabama,AL,Colbert,1033,Republican,John Kasich,0,0.031
Alabama,AL,Colbert,1033,Democrat,Hillary Clinton,2204,0.65
Alabama,AL,Colbert,1033,Democrat,Bernie Sanders,22,0.225
Alabama,AL,Conecuh,1035,Republican,Donald Trump,2184,0.59
Alabama,AL,Conecuh,1035,Republican,Ted Cruz,179,0.16
Alabama,AL,Conecuh,1035,Republican,Marco Rubio,1775,0.108
Alabama,AL,Conecuh,1035,Republican,Ben Carson,2017,0.105
Alabama,AL,Conecuh,1035,Republican,John Kasich,106,0.013
Alabama,AL,Conecuh,1035,Democrat,Hillary Clinton,179,0.714
Alabama,AL,Conecuh,1035,Democrat,Bernie Sanders,83,0.191
Alabama,AL,Coosa,1037,Republican,Donald Trump,1155,0.553
Alabama,AL,Coosa,1037,Republican,Ted Cruz,42,0.195
Alabama,AL,Coosa,1037,Republican,Marco Rubio,583,0.108
Alabama,AL,Coosa,1037,Republican,Ben Carson,284,0.09
Alabama,AL,Coosa,1037,Republican,John Kasich,4556,0.03
Alabama,AL,Coosa,1037,Democrat,Hillary Clinton,1012,0.877
Alabama,AL,Coosa,1037,Democrat,Bernie Sanders,23,0.108
Alabama,AL,Covington,1039,Republican,Donald Trump,1213,0.481
Alabama,AL,Covington,1039,Republican,Ted Cruz,31,0.185
Alabama,AL,Covington,1039,Republican,Marco Rubio,3078,0.133
Alabama,AL,Covington,1039,Republican,Ben Carson,115,0.133
Alabama,AL,Covington,1039,Republican,John Kasich,2411,0.034
Alabama,AL,Covington,1039,Democrat,Hillary Clinton,276,0.773
Alabama,AL,Covington,1039,Democrat,Bernie Sanders,17403,0.197
Alabama,AL,Crenshaw,1041,Republican,Donald Trump,8,0.545
Alabama,AL,Crenshaw,1041,Republican,Ted Cruz,252,0.219
Alabama,AL,Crenshaw,1041,Republican,Ben Carson,387,0.104
Alabama,AL,Crenshaw,1041,Republican,Marco Rubio,85,0.091
Alabama,AL,Crenshaw,1041,Republican,John Kasich,4597,0.026
Alabama,AL,Crenshaw,1041,Democrat,Hillary Clinton,638,0.878
Alabama,AL,Crenshaw,1041,Democrat,Bernie Sanders,128,0.103
Alabama,AL,Cullman,1043,Republican,Donald Trump,32751,0.506
Alabama,AL,Cullman,1043,Republican,Ted Cruz,302,0.203
Alabama,AL,Cullman,1043,Republican,Marco Rubio,13259,0.135
Alabama,AL,Cullman,1043,Republican,Ben Carson,1113,0.11
Alabama,AL,Cullman,1043,Republican,John Kasich,36,0.027
Alabama,AL,Cullman,1043,Democrat,Hillary Clinton,2012,0.608
Alabama,AL,Cullman,1043,Democrat,Bernie Sanders,447,0.345
Alabama,AL,Dale,1045,Republican,Donald Trump,0,0.453
Alabama,AL,Dale,1045,Republican,Ted Cruz,726,0.219
Alabama,AL,Dale,1045,Republican,Marco Rubio,437,0.13
Alabama,AL,Dale,1045,Republican,Ben Carson,110,0.125
Alabama,AL,Dale,1045,Republican,John Kasich,1095,0.036
Alabama,AL,Dale,1045,Democrat,Hillary Clinton,673,0.77
Alabama,AL,Dale,1045,Democrat,Bernie Sanders,41,0.207
Alabama,AL,Dallas,1047,Republican,Donald Trump,22,0.597
Alabama,AL,Dallas,1047,Republican,Ted Cruz,70,0.207
Alabama,AL,Dallas,1047,Republican,Marco Rubio,593,0.087
Alabama,AL,Dallas,1047,Republican,Ben Carson,780,0.053
Alabama,AL,Dallas,1047,Republican,John Kasich,6720,0.026
Alabama,AL,Dallas,1047,Democrat,Hillary Clinton,120,0.744
Alabama,AL,Dallas,1047,Democrat,Bernie Sanders,850,0.154
Alabama,AL,Elmore,1051,Republican,Donald Trump,410,0.478
Alabama,AL,Elmore,1051,Republican,Ted Cruz,991,0.182
Alabama,AL,Elmore,1051,Republican,Ben Carson,729,0.148
Alabama,AL,Elmore,1051,Republican,Marco Rubio,383,0.134
Alabama,AL,Elmore,1051,Republican,John Kasich,774,0.036
Alabama,AL,Elmore,1051,Democrat,Hillary Clinton,1021,0.801
Alabama,AL,Elmore,1051,Democrat,Bernie Sanders,49,0.184
Alabama,AL,Escambia,1053,Republican,Donald Trump,608,0.493
Alabama,AL,Escambia,1053,Republican,Marco Rubio,1241,0.18
Alabama,AL,Escambia,1053,Republican,Ted Cruz,6,0.171
Alabama,AL,Escambia,1053,Republican,Ben Carson,4880,0.102
Alabama,AL,Escambia,1053,Republican,John Kasich,18762,0.034
Alabama,AL,Escambia,1053,Democrat,Hillary Clinton,138,0.885
Alabama,AL,Escambia,1053,Democrat,Bernie Sanders,1806,0.099
Alabama,AL,Etowah,1055,Republican,Donald Trump,325,0.461
Alabama,AL,Etowah,1055,Republican,Ted Cruz,824,0.207
Alabama,AL,Etowah,1055,Republican,Marco Rubio,951,0.168
Alabama,AL,Etowah,1055,Republican,Ben Carson,2,0.112
Alabama,AL,Etowah,1055,Republican,John Kasich,68,0.033
Alabama,AL,Etowah,1055,Democrat,Hillary Clinton,946,0.746
Alabama,AL,Etowah,1055,Democrat,Bernie Sanders,2504,0.226
Alabama,AL,Fayette,1057,Republican,Donald Trump,3139,0.499
Alabama,AL,Fayette,1057,Republican,Ted Cruz,51,0.21
Alabama,AL,Fayette,1057,Republican,Marco Rubio,345,0.133
Alabama,AL,Fayette,1057,Republican,Ben Carson,7339,0.098
Alabama,AL,Fayette,1057,Republican,John Kasich,986,0.025
Alabama,AL,Fayette,1057,Democrat,Hillary Clinton,2187,0.767
Alabama,AL,Fayette,1057,Democrat,Bernie Sanders,13,0.172
Alabama,AL,Franklin,1059,Republican,Donald Trump,1081,0.515
Alabama,AL,Franklin,1059,Republican,Ted Cruz,163,0.213
Alabama,AL,Franklin,1059,Republican,Marco Rubio,1561,0.134
Alabama,AL,Franklin,1059,Republican,Ben Carson,653,0.093
Alabama,AL,Franklin,1059,Republican,John Kasich,432,0.026
Alabama,AL,Franklin,1059,Democrat,Hillary Clinton,874,0.484
Alabama,AL,Franklin,1059,Democrat,Bernie Sanders,14,0.301
Alabama,AL,Geneva,1061,Republican,Donald Trump,169,0.486
Alabama,AL,Geneva,1061,Republican,Ted Cruz,87,0.237
Alabama,AL,Geneva,1061,Republican,Marco Rubio,2202,0.13
Alabama,AL,Geneva,1061,Republican,Ben Carson,713,0.093
Alabama,AL,Geneva,1061,Republican,John Kasich,300,0.023
Alabama,AL,Geneva,1061,Democrat,Hillary Clinton,82,0.749
Alabama,AL,Geneva,1061,Democrat,Bernie Sanders,411,0.216
Alabama,AL,Greene,1063,Republican,Donald Trump,740,0.538
Alabama,AL,Greene,1063,Republican,Ted Cruz,608,0.216
Alabama,AL,Greene,1063,Republican,Marco Rubio,9192,0.121
Alabama,AL,Greene,1063,Republican,Ben Carson,124,0.07
Alabama,AL,Greene,1063,Republican,John Kasich,5484,0.037
Alabama,AL,Greene,1063,Democrat,Hillary Clinton,11,0.901
Alabama,AL,Greene,1063,Democrat,Bernie Sanders,3426,0.071
Alabama,AL,Hale,1065,Republican,Donald Trump,425,0.521
Alabama,AL,Hale,1065,Republican,Ted Cruz,5849,0.25
Alabama,AL,Hale,1065,Republican,Marco Rubio,1976,0.117
Alabama,AL,Hale,1065,Republican,Ben Carson,10345,0.078
Alabama,AL,Hale,1065,Republican,John Kasich,1066,0.021
Alabama,AL,Hale,1065,Democrat,Hillary Clinton,59,0.796
Alabama,AL,Hale,1065,Democrat,Bernie Sanders,1,0.14
Alabama,AL,Henry,1067,Republican,Donald Trump,974,0.468
Alabama,AL,Henry,1067,Republican,Ted Cruz,650,0.223
Alabama,AL,Henry,1067,Republican,Marco Rubio,282,0.143
Alabama,AL,Henry,1067,Republican,Ben Carson,530,0.115
Alabama,AL,Henry,1067,Republican,John Kasich,302,0.028
Alabama,AL,Henry,1067,Democrat,Hillary Clinton,285,0.856
Alabama,AL,Henry,1067,Democrat,Bernie Sanders,3757,0.119
Alabama,AL,Houston,1069,Republican,Donald Trump,9108,0.404
Alabama,AL,Houston,1069,Republican,Ted Cruz,531,0.225
Alabama,AL,Houston,1069,Republican,Marco Rubio,90,0.182
Alabama,AL,Houston,1069,Republican,Ben Carson,271,0.114
Alabama,AL,Houston,1069,Republican,John Kasich,276,0.041
Alabama,AL,Houston,1069,Democrat,Hillary Clinton,193,0.783
Alabama,AL,Houston,1069,Democrat,Bernie Sanders,4151,0.201
Alabama,AL,Jackson,1071,Republican,Donald Trump,755,0.499
Alabama,AL,Jackson,1071,Republican,Marco Rubio,405,0.169
Alabama,AL,Jackson,1071,Republican,Ted Cruz,117,0.164
Alabama,AL,Jackson,1071,Republican,Ben Carson,607,0.108
Alabama,AL,Jackson,1071,Republican,John Kasich,95,0.028
Alabama,AL,Jackson,1071,Democrat,Hillary Clinton,128,0.7
Alabama,AL,Jackson,1071,Democrat,Bernie Sanders,13398,0.269
Alabama,AL,Jefferson,1073,Republican,Donald Trump,194,0.35
Alabama,AL,Jefferson,1073,Republican,Marco Rubio,205,0.247
Alabama,AL,Jefferson,1073,Republican,Ted Cruz,1981,0.238
Alabama,AL,Jefferson,1073,Republican,Ben Carson,1501,0.089
Alabama,AL,Jefferson,1073,Republican,John Kasich,83,0.061
Alabama,AL,Jefferson,1073,Democrat,Hillary Clinton,994,0.816
Alabama,AL,Jefferson,1073,Democrat,Bernie Sanders,349,0.174
Alabama,AL,Lamar,1075,Republican,Donald Trump,23,0.504
Alabama,AL,Lamar,1075,Republican,Ted Cruz,3400,0.193
Alabama,AL,Lamar,1075,Republican,Marco Rubio,2754,0.13
Alabama,AL,Lamar,1075,Republican,Ben Carson,125,0.096
Alabama,AL,Lamar,1075,Republican,John Kasich,596,0.029
Alabama,AL,Lamar,1075,Democrat,Hillary Clinton,440,0.616
Alabama,AL,Lamar,1075,Democrat,Bernie Sanders,99,0.241
Alabama,AL,Lauderdale,1077,Republican,Donald Trump,1566,0.421
Alabama,AL,Lauderdale,1077,Republican,Marco Rubio,2346,0.187
Alabama,AL,Lauderdale,1077,Republican,Ted Cruz,462,0.183
Alabama,AL,Lauderdale,1077,Republican,Ben Carson,96,0.121
Alabama,AL,Lauderdale,1077,Republican,John Kasich,42009,0.055
Alabama,AL,Lauderdale,1077,Democrat,Hillary Clinton,33297,0.652
Alabama,AL,Lauderdale,1077,Democrat,Bernie Sanders,531,0.309
Alabama,AL,Lawrence,1079,Republican,Donald Trump,3430,0.528
Alabama,AL,Lawrence,1079,Republican,Ted Cruz,11433,0.176
Alabama,AL,Lawrence,1079,Republican,Marco Rubio,1464,0.135
Alabama,AL,Lawrence,1079,Republican,Ben Carson,677,0.107
Alabama,AL,Lawrence,1079,Republican,John Kasich,229,0.029
Alabama,AL,Lawrence,1079,Democrat,Hillary Clinton,389,0.777
Alabama,AL,Lawrence,1079,Democrat,Bernie Sanders,1671,0.162
Alabama,AL,Lee,1081,Republican,Donald Trump,12132,0.33
Alabama,AL,Lee,1081,Republican,Ted Cruz,6705,0.232
Alabama,AL,Lee,1081,Republican,Marco Rubio,816,0.225
Alabama,AL,Lee,1081,Republican,Ben Carson,94,0.117
Alabama,AL,Lee,1081,Republican,John Kasich,3587,0.071
Alabama,AL,Lee,1081,Democrat,Hillary Clinton,931,0.736
Alabama,AL,Lee,1081,Democrat,Bernie Sanders,9892,0.254
Alabama,AL,Limestone,1083,Republican,Donald Trump,5752,0.43
Alabama,AL,Limestone,1083,Republican,Ted Cruz,155,0.214
Alabama,AL,Limestone,1083,Republican,Marco Rubio,11840,0.189
Alabama,AL,Limestone,1083,Republican,Ben Carson,145,0.108
Alabama,AL,Limestone,1083,Republican,John Kasich,957,0.039
Alabama,AL,Limestone,1083,Democrat,Hillary Clinton,8,0.728
Alabama,AL,Limestone,1083,Democrat,Bernie Sanders,3471,0.255
Alabama,AL,Lowndes,1085,Republican,Donald Trump,765,0.595
Alabama,AL,Lowndes,1085,Republican,Ted Cruz,2196,0.163
Alabama,AL,Lowndes,1085,Republican,Ben Carson,393,0.105
Alabama,AL,Lowndes,1085,Republican,Marco Rubio,18248,0.099
Alabama,AL,Lowndes,1085,Republican,John Kasich,4221,0.031
Alabama,AL,Lowndes,1085,Democrat,Hillary Clinton,448,0.887
Alabama,AL,Lowndes,1085,Democrat,Bernie Sanders,11164,0.077
Alabama,AL,Macon,1087,Republican,Donald Trump,1208,0.48
Alabama,AL,Macon,1087,Republican,Ted Cruz,2344,0.198
Alabama,AL,Macon,1087,Republican,Ben Carson,152,0.127
Alabama,AL,Macon,1087,Republican,Marco Rubio,178,0.124
Alabama,AL,Macon,1087,Republican,John Kasich,14,0.053
Alabama,AL,Macon,1087,Democrat,Hillary Clinton,70,0.892
Alabama,AL,Macon,1087,Democrat,Bernie Sanders,359,0.1
Alabama,AL,Madison,1089,Republican,Donald Trump,4556,0.362
Alabama,AL,Madison,1089,Republican,Marco Rubio,87,0.26
Alabama,AL,Madison,1089,Republican,Ted Cruz,91,0.207
Alabama,AL,Madison,1089,Republican,Ben Carson,764,0.096
Alabama,AL,Madison,1089,Republican,John Kasich,5386,0.06
Alabama,AL,Madison,1089,Democrat,Hillary Clinton,6176,0.686
Alabama,AL,Madison,1089,Democrat,Bernie Sanders,574,0.301
Alabama,AL,Marengo,1091,Republican,Donald Trump,722,0.539
Alabama,AL,Marengo,1091,Republican,Ted Cruz,616,0.212
Alabama,AL,Marengo,1091,Republican,Marco Rubio,3708,0.118
Alabama,AL,Marengo,1091,Republican,Ben Carson,333,0.079
Alabama,AL,Marengo,1091,Republican,John Kasich,103,0.024
Alabama,AL,Marengo,1091,Democrat,Hillary Clinton,329,0.658
Alabama,AL,Marengo,1091,Democrat,Bernie Sanders,247,0.2
Alabama,AL,Marion,1093,Republican,Donald Trump,541,0.529
Alabama,AL,Marion,1093,Republican,Ted Cruz,342,0.192
Alabama,AL,Marion,1093,Republican,Marco Rubio,2946,0.139
Alabama,AL,Marion,1093,Republican,Ben Carson,459,0.089
Alabama,AL,Marion,1093,Republican,John Kasich,662,0.025
Alabama,AL,Marion,1093,Democrat,Hillary Clinton,220,0.655
Alabama,AL,Marion,1093,Democrat,Bernie Sanders,1664,0.296
Alabama,AL,Marshall,1095,Republican,Donald Trump,79,0.495
Alabama,AL,Marshall,1095,Republican,Marco Rubio,721,0.206
Alabama,AL,Marshall,1095,Republican,Ted Cruz,604,0.151
Alabama,AL,Marshall,1095,Republican,Ben Carson,443,0.098
Alabama,AL,Marshall,1095,Republican,John Kasich,59,0.032
Alabama,AL,Marshall,1095,Democrat,Hillary Clinton,1257,0.621
Alabama,AL,Marshall,1095,Democrat,Bernie Sanders,2697,0.341
Alabama,AL,Mobile,1097,Republican,Donald Trump,450,0.452
Alabama,AL,Mobile,1097,Republican,Ted Cruz,314,0.215
Alabama,AL,Mobile,1097,Republican,Marco Rubio,12,0.189
Alabama,AL,Mobile,1097,Republican,Ben Carson,7483,0.077
Alabama,AL,Mobile,1097,Republican,John Kasich,1419,0.046
Alabama,AL,Mobile,1097,Democrat,Hillary Clinton,912,0.827
Alabama,AL,Mobile,1097,Democrat,Bernie Sanders,7,0.162
Alabama,AL,Monroe,1099,Republican,Donald Trump,2825,0.521
Alabama,AL,Monroe,1099,Republican,Ted Cruz,1399,0.174
Alabama,AL,Monroe,1099,Republican,Marco Rubio,583,0.158
Alabama,AL,Monroe,1099,Republican,Ben Carson,1228,0.099
Alabama,AL,Monroe,1099,Republican,John Kasich,1221,0.029
Alabama,AL,Monroe,1099,Democrat,Hillary Clinton,243,0.909
Alabama,AL,Monroe,1099,Democrat,Bernie Sanders,4567,0.076
Alabama,AL,Montgomery,1101,Republican,Donald Trump,1236,0.394
Alabama,AL,Montgomery,1101,Republican,Marco Rubio,274,0.209
Alabama,AL,Montgomery,1101,Republican,Ted Cruz,125,0.176
Alabama,AL,Montgomery,1101,Republican,Ben Carson,1152,0.127
Alabama,AL,Montgomery,1101,Republican,John Kasich,103,0.073
Alabama,AL,Montgomery,1101,Democrat,Hillary Clinton,1269,0.862
Alabama,AL,Montgomery,1101,Democrat,Bernie Sanders,166,0.128
Alabama,AL,Morgan,1103,Republican,Donald Trump,8110,0.446
Alabama,AL,Morgan,1103,Republican,Ted Cruz,4268,0.197
Alabama,AL,Morgan,1103,Republican,Marco Rubio,244,0.183
Alabama,AL,Morgan,1103,Republican,Ben Carson,701,0.114
Alabama,AL,Morgan,1103,Republican,John Kasich,30,0.045
Alabama,AL,Morgan,1103,Democrat,Hillary Clinton,556,0.731
Alabama,AL,Morgan,1103,Democrat,Bernie Sanders,139,0.252
Alabama,AL,Perry,1105,Republican,Donald Trump,84158,0.515
Alabama,AL,Perry,1105,Republican,Ted Cruz,455,0.33
Alabama,AL,Perry,1105,Republican,Marco Rubio,999,0.088
Alabama,AL,Perry,1105,Republican,Ben Carson,1666,0.04
Alabama,AL,Perry,1105,Republican,John Kasich,93,0.005
Alabama,AL,Perry,1105,Democrat,Hillary Clinton,1353,0.82
Alabama,AL,Perry,1105,Democrat,Bernie Sanders,2736,0.124
Alabama,AL,Pickens,1107,Republican,Donald Trump,45,0.441
Alabama,AL,Pickens,1107,Republican,Ted Cruz,20,0.258
Alabama,AL,Pickens,1107,Republican,Marco Rubio,2268,0.138
Alabama,AL,Pickens,1107,Republican,Ben Carson,9771,0.113
Alabama,AL,Pickens,1107,Republican,John Kasich,424,0.025
Alabama,AL,Pickens,1107,Democrat,Hillary Clinton,6,0.762
Alabama,AL,Pickens,1107,Democrat,Bernie Sanders,8284,0.148
Alabama,AL,Pike,1109,Republican,Donald Trump,248,0.46
Alabama,AL,Pike,1109,Republican,Ted Cruz,472,0.201
Alabama,AL,Pike,1109,Republican,Marco Rubio,2030,0.147
Alabama,AL,Pike,1109,Republican,Ben Carson,1984,0.129
Alabama,AL,Pike,1109,Republican,John Kasich,654,0.032
Alabama,AL,Pike,1109,Democrat,Hillary Clinton,23,0.837
Alabama,AL,Pike,1109,Democrat,Bernie Sanders,858,0.145
Alabama,AL,Randolph,1111,Republican,Donald Trump,151,0.516
Alabama,AL,Randolph,1111,Republican,Ted Cruz,5126,0.207
Alabama,AL,Randolph,1111,Republican,Marco Rubio,1724,0.128
Alabama,AL,Randolph,1111,Republican,Ben Carson,11,0.093
Alabama,AL,Randolph,1111,Republican,John Kasich,98,0.029
Alabama,AL,Randolph,1111,Democrat,Hillary Clinton,1916,0.706
Alabama,AL,Randolph,1111,Democrat,Bernie Sanders,27,0.187
Alabama,AL,Russell,1113,Republican,Donald Trump,144,0.474
Alabama,AL,Russell,1113,Republican,Ted Cruz,240,0.27
Alabama,AL,Russell,1113,Republican,Marco Rubio,2421,0.123
Alabama,AL,Russell,1113,Republican,Ben Carson,1373,0.079
Alabama,AL,Russell,1113,Republican,John Kasich,309,0.028
Alabama,AL,Russell,1113,Democrat,Hillary Clinton,349,0.728
Alabama,AL,Russell,1113,Democrat,Bernie Sanders,296,0.164
Alabama,AL,Shelby,1117,Republican,Donald Trump,2378,0.344
Alabama,AL,Shelby,1117,Republican,Ted Cruz,2240,0.263
Alabama,AL,Shelby,1117,Republican,Marco Rubio,199,0.23
Alabama,AL,Shelby,1117,Republican,Ben Carson,155,0.094
Alabama,AL,Shelby,1117,Republican,John Kasich,4081,0.05
Alabama,AL,Shelby,1117,Democrat,Hillary Clinton,164,0.628
Alabama,AL,Shelby,1117,Democrat,Bernie Sanders,821,0.354
Alabama,AL,Sumter,1119,Republican,Donald Trump,1001,0.591
Alabama,AL,Sumter,1119,Republican,Ted Cruz,81,0.16
Alabama,AL,Sumter,1119,Republican,Marco Rubio,55,0.139
Alabama,AL,Sumter,1119,Republican,Ben Carson,146,0.075
Alabama,AL,Sumter,1119,Republican,John Kasich,2525,0.014
Alabama,AL,Sumter,1119,Democrat,Hillary Clinton,239,0.809
Alabama,AL,Sumter,1119,Democrat,Bernie Sanders,228,0.113
